OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0004702,11/30/2015,1/6/2016,41,Distributor,NZD,NXH382,56,1,11,"2,519.20","1,309.98","27,711.20"
SO - 0004703,11/30/2015,1/25/2016,37,Distributor,USD,AXW291,28,1,12,"1,005.00",572.85,"12,060.00"
SO - 0004704,11/30/2015,1/20/2016,2,Distributor,USD,AXW291,4,5,8,"1,212.70",933.78,"9,701.60"
SO - 0004705,11/30/2015,2/5/2016,5,Distributor,USD,GUT930,45,14,11,"5,031.70","2,364.90","55,348.70"
SO - 0004706,12/1/2015,2/1/2016,25,Wholesale,NZD,AXW291,9,1,6,"2,418.70","1,330.29","14,512.20"
SO - 0004707,12/1/2015,1/24/2016,11,Export,USD,AXW291,3,13,9,"1,085.40",716.36,"9,768.60"
SO - 0004708,12/1/2015,2/17/2016,8,Wholesale,AUD,FLR025,64,13,11,"5,728.50","3,207.96","63,013.50"
SO - 0004709,12/1/2015,1/3/2016,13,Wholesale,AUD,FLR025,62,5,10,214.40,122.21,"2,144.00"
SO - 0004710,12/1/2015,2/2/2016,35,Wholesale,NZD,NXH382,51,1,11,891.10,525.75,"9,802.10"
SO - 0004711,12/1/2015,1/22/2016,47,Distributor,AUD,AXW291,10,5,6,"1,065.30",639.18,"6,391.80"
SO - 0004712,12/1/2015,2/10/2016,25,Wholesale,AUD,NXH382,49,6,11,"6,277.90","3,892.30","69,056.90"
SO - 0004713,12/1/2015,1/16/2016,7,Distributor,AUD,GUT930,33,2,7,"1,085.40",868.32,"7,597.80"
SO - 0004714,12/1/2015,2/5/2016,32,Wholesale,USD,GUT930,40,10,12,"5,393.50","3,128.23","64,722.00"
SO - 0004715,12/1/2015,2/10/2016,32,Wholesale,USD,AXW291,21,3,10,234.50,119.60,"2,345.00"
SO - 0004716,12/2/2015,1/28/2016,2,Distributor,USD,GUT930,36,4,9,978.20,410.84,"8,803.80"
SO - 0004717,12/2/2015,2/22/2016,43,Wholesale,AUD,GUT930,34,1,6,254.60,155.31,"1,527.60"
SO - 0004718,12/2/2015,1/8/2016,38,Wholesale,USD,GUT930,34,7,6,"1,252.90","1,052.44","7,517.40"
SO - 0004719,12/2/2015,2/2/2016,33,Wholesale,NZD,FLR025,61,11,9,"1,098.80",813.11,"9,889.20"
SO - 0004720,12/2/2015,2/11/2016,6,Distributor,GBP,FLR025,64,5,9,"1,058.60",592.82,"9,527.40"
SO - 0004721,12/2/2015,2/21/2016,21,Export,AUD,NXH382,49,2,12,201.00,132.66,"2,412.00"
SO - 0004722,12/2/2015,1/23/2016,44,Distributor,NZD,GUT930,39,5,6,"1,045.20",867.52,"6,271.20"
SO - 0004723,12/2/2015,2/11/2016,3,Distributor,NZD,NXH382,53,2,8,"2,358.40","1,132.03","18,867.20"
SO - 0004724,12/2/2015,1/25/2016,43,Wholesale,NZD,AXW291,24,1,7,"2,572.80","1,132.03","18,009.60"
SO - 0004725,12/3/2015,2/21/2016,26,Wholesale,NZD,NXH382,47,5,10,"1,065.30",585.92,"10,653.00"
SO - 0004726,12/3/2015,1/16/2016,38,Distributor,NZD,AXW291,31,9,10,"2,298.10","1,884.44","22,981.00"
SO - 0004727,12/3/2015,2/16/2016,5,Export,EUR,AXW291,2,1,9,"2,814.00","1,997.94","25,326.00"
SO - 0004728,12/3/2015,2/23/2016,42,Distributor,NZD,AXW291,21,11,10,"1,118.90",760.85,"11,189.00"
SO - 0004729,12/3/2015,2/8/2016,30,Wholesale,NZD,AXW291,16,12,8,"1,098.80",472.48,"8,790.40"
SO - 0004730,12/3/2015,1/6/2016,45,Export,USD,AXW291,3,2,7,"1,855.90",760.92,"12,991.30"
SO - 0004731,12/3/2015,2/9/2016,47,Distributor,NZD,AXW291,1,11,6,"2,532.60","1,696.84","15,195.60"
SO - 0004732,12/3/2015,1/6/2016,43,Wholesale,USD,AXW291,27,1,8,"1,340.00",737.00,"10,720.00"
SO - 0004733,12/4/2015,2/7/2016,9,Export,AUD,AXW291,7,6,12,"1,728.60","1,382.88","20,743.20"
SO - 0004734,12/4/2015,1/21/2016,23,Distributor,USD,AXW291,22,11,9,"1,105.50",486.42,"9,949.50"
SO - 0004735,12/4/2015,2/8/2016,29,Export,USD,NXH382,54,3,9,850.90,485.01,"7,658.10"
SO - 0004736,12/4/2015,1/10/2016,11,Wholesale,GBP,AXW291,17,2,12,"5,118.80","3,020.09","61,425.60"
SO - 0004737,12/4/2015,1/24/2016,25,Wholesale,GBP,FLR025,64,11,6,"2,318.20","1,460.47","13,909.20"
SO - 0004738,12/4/2015,2/8/2016,30,Wholesale,NZD,GUT930,39,1,7,837.50,644.88,"5,862.50"
SO - 0004739,12/4/2015,2/27/2016,5,Distributor,USD,NXH382,48,2,7,"1,996.60","1,337.72","13,976.20"
SO - 0004740,12/4/2015,2/12/2016,1,Wholesale,AUD,NXH382,54,5,10,"4,006.60","3,004.95","40,066.00"
SO - 0004741,12/5/2015,3/3/2016,13,Wholesale,USD,GUT930,44,1,11,"1,051.90",683.74,"11,570.90"
SO - 0004742,12/5/2015,2/4/2016,1,Wholesale,AUD,GUT930,45,2,11,"3,946.30","2,525.63","43,409.30"
SO - 0004743,12/5/2015,1/19/2016,3,Wholesale,AUD,AXW291,8,1,11,984.90,472.75,"10,833.90"
SO - 0004744,12/5/2015,2/15/2016,43,Distributor,NZD,NXH382,52,2,8,"2,934.60","1,496.65","23,476.80"
SO - 0004745,12/5/2015,1/17/2016,38,Wholesale,EUR,GUT930,37,2,6,"3,798.90","2,925.15","22,793.40"
SO - 0004746,12/5/2015,2/4/2016,30,Wholesale,USD,NXH382,55,7,6,"3,819.00","3,055.20","22,914.00"
SO - 0004747,12/5/2015,2/3/2016,13,Distributor,USD,GUT930,32,2,8,"1,869.30","1,476.75","14,954.40"
SO - 0004748,12/5/2015,2/20/2016,35,Distributor,USD,GUT930,33,5,7,"1,132.30",486.89,"7,926.10"
SO - 0004749,12/6/2015,1/11/2016,11,Wholesale,NZD,AXW291,19,9,11,817.40,678.44,"8,991.40"
SO - 0004750,12/6/2015,1/21/2016,28,Wholesale,NZD,AXW291,26,7,9,"1,125.60",461.50,"10,130.40"
SO - 0004751,12/6/2015,1/30/2016,32,Distributor,AUD,NXH382,53,5,9,"1,172.50",515.90,"10,552.50"
SO - 0004752,12/6/2015,1/17/2016,50,Wholesale,NZD,NXH382,54,2,6,"1,152.40",749.06,"6,914.40"
SO - 0004753,12/6/2015,1/26/2016,15,Wholesale,NZD,NXH382,49,1,12,"6,170.70","3,270.47","74,048.40"
SO - 0004754,12/6/2015,2/27/2016,33,Wholesale,NZD,AXW291,3,12,8,"6,304.70","5,106.81","50,437.60"
SO - 0004755,12/6/2015,1/8/2016,26,Wholesale,GBP,AXW291,6,12,8,857.60,711.81,"6,860.80"
SO - 0004756,12/7/2015,1/15/2016,5,Distributor,USD,GUT930,33,6,10,"5,051.80","2,020.72","50,518.00"
SO - 0004757,12/7/2015,2/5/2016,1,Distributor,AUD,AXW291,15,2,7,268.00,125.96,"1,876.00"
SO - 0004758,12/7/2015,2/5/2016,34,Export,NZD,AXW291,11,2,9,"1,132.30",837.90,"10,190.70"
SO - 0004759,12/7/2015,1/12/2016,2,Distributor,GBP,AXW291,17,1,7,"3,309.80","1,886.59","23,168.60"
SO - 0004760,12/7/2015,3/2/2016,44,Distributor,GBP,GUT930,46,8,9,931.30,400.46,"8,381.70"
SO - 0004761,12/7/2015,2/26/2016,39,Distributor,NZD,FLR025,61,2,10,"2,331.60","1,002.59","23,316.00"
SO - 0004762,12/7/2015,1/10/2016,14,Distributor,USD,GUT930,33,1,11,"5,065.20","2,026.08","55,717.20"
SO - 0004763,12/7/2015,2/6/2016,44,Export,USD,AXW291,9,7,7,837.50,653.25,"5,862.50"
SO - 0004764,12/7/2015,1/26/2016,34,Export,GBP,GUT930,42,2,12,690.10,282.94,"8,281.20"
SO - 0004765,12/8/2015,2/27/2016,34,Distributor,NZD,GUT930,42,13,9,"2,626.40","1,575.84","23,637.60"
SO - 0004766,12/8/2015,2/17/2016,47,Distributor,EUR,AXW291,2,11,9,"2,425.40","1,479.49","21,828.60"
SO - 0004767,12/8/2015,2/27/2016,9,Distributor,USD,NXH382,57,2,12,"3,865.90","3,247.36","46,390.80"
SO - 0004768,12/8/2015,2/24/2016,19,Wholesale,NZD,NXH382,50,8,12,783.90,501.70,"9,406.80"
SO - 0004769,12/8/2015,2/8/2016,7,Wholesale,USD,GUT930,43,9,12,"5,112.10","3,322.87","61,345.20"
SO - 0004770,12/8/2015,1/24/2016,10,Export,AUD,AXW291,7,2,5,"1,809.00","1,049.22","9,045.00"
SO - 0004771,12/8/2015,2/15/2016,37,Wholesale,USD,AXW291,28,9,6,"2,673.30","1,764.38","16,039.80"
SO - 0004772,12/9/2015,2/5/2016,41,Wholesale,NZD,NXH382,58,3,6,"3,973.10","2,781.17","23,838.60"
SO - 0004773,12/9/2015,1/29/2016,34,Distributor,USD,AXW291,4,5,8,"1,862.60","1,229.32","14,900.80"
SO - 0004774,12/9/2015,2/9/2016,15,Export,AUD,NXH382,57,11,5,958.10,526.96,"4,790.50"
SO - 0004775,12/9/2015,2/29/2016,27,Wholesale,USD,GUT930,34,11,11,911.20,774.52,"10,023.20"
SO - 0004776,12/10/2015,1/14/2016,21,Wholesale,USD,NXH382,50,1,5,"1,025.10",410.04,"5,125.50"
SO - 0004777,12/10/2015,2/18/2016,3,Wholesale,USD,AXW291,7,2,6,"2,224.40",934.25,"13,346.40"
SO - 0004778,12/10/2015,2/28/2016,40,Distributor,NZD,NXH382,55,8,8,"2,358.40","1,768.80","18,867.20"
SO - 0004779,12/10/2015,3/2/2016,19,Wholesale,EUR,GUT930,39,1,10,"3,946.30","2,525.63","39,463.00"
SO - 0004780,12/10/2015,2/25/2016,7,Distributor,AUD,NXH382,59,1,7,911.20,428.26,"6,378.40"
SO - 0004781,12/10/2015,1/11/2016,27,Export,NZD,FLR025,62,1,6,777.20,466.32,"4,663.20"
SO - 0004782,12/10/2015,2/6/2016,36,Wholesale,AUD,NXH382,56,5,9,"2,345.00","1,195.95","21,105.00"
SO - 0004783,12/10/2015,3/5/2016,41,Wholesale,AUD,AXW291,11,5,11,"3,162.40","1,676.07","34,786.40"
SO - 0004784,12/11/2015,1/27/2016,26,Wholesale,NZD,AXW291,30,5,8,"2,532.60","1,519.56","20,260.80"
SO - 0004785,12/11/2015,2/8/2016,25,Wholesale,NZD,GUT930,38,11,12,201.00,90.45,"2,412.00"
SO - 0004786,12/11/2015,1/28/2016,35,Export,NZD,AXW291,14,7,7,"1,025.10",779.08,"7,175.70"
SO - 0004787,12/11/2015,2/16/2016,23,Wholesale,NZD,GUT930,32,1,6,"3,484.00","1,567.80","20,904.00"
SO - 0004788,12/11/2015,2/6/2016,8,Wholesale,NZD,GUT930,40,11,6,"2,592.90","2,048.39","15,557.40"
SO - 0004789,12/11/2015,1/30/2016,14,Distributor,USD,AXW291,6,2,6,"2,773.80","1,692.02","16,642.80"
SO - 0004790,12/12/2015,1/23/2016,29,Export,USD,AXW291,1,5,12,"1,085.40",607.82,"13,024.80"
SO - 0004791,12/12/2015,2/26/2016,15,Wholesale,AUD,AXW291,17,7,6,"3,912.80","3,208.50","23,476.80"
SO - 0004792,12/12/2015,1/28/2016,14,Wholesale,NZD,AXW291,1,11,6,167.50,83.75,"1,005.00"
SO - 0004793,12/12/2015,1/29/2016,11,Distributor,GBP,AXW291,4,1,12,"1,795.60",897.80,"21,547.20"
SO - 0004794,12/12/2015,2/13/2016,10,Wholesale,NZD,NXH382,57,1,9,"3,892.70","2,841.67","35,034.30"
SO - 0004795,12/12/2015,3/7/2016,27,Export,AUD,NXH382,50,1,11,174.20,83.62,"1,916.20"
SO - 0004796,12/12/2015,1/15/2016,34,Wholesale,GBP,GUT930,39,13,9,"2,572.80","1,878.14","23,155.20"
SO - 0004797,12/12/2015,1/29/2016,49,Export,USD,AXW291,17,7,5,201.00,98.49,"1,005.00"
SO - 0004798,12/12/2015,1/23/2016,14,Wholesale,NZD,GUT930,47,2,10,"3,999.90","2,599.94","39,999.00"
SO - 0004799,12/13/2015,1/20/2016,21,Export,GBP,AXW291,14,2,11,"1,788.90","1,234.34","19,677.90"
SO - 0004800,12/13/2015,2/26/2016,42,Wholesale,AUD,GUT930,37,5,12,201.00,132.66,"2,412.00"
SO - 0004801,12/13/2015,2/2/2016,9,Wholesale,NZD,GUT930,42,1,5,241.20,106.13,"1,206.00"
SO - 0004802,12/13/2015,3/6/2016,41,Wholesale,NZD,FLR025,66,1,6,"1,065.30",798.98,"6,391.80"
SO - 0004803,12/13/2015,2/21/2016,28,Wholesale,GBP,AXW291,20,2,8,"2,432.10","1,507.90","19,456.80"
SO - 0004804,12/13/2015,3/10/2016,17,Wholesale,NZD,GUT930,43,11,6,"3,825.70","3,137.07","22,954.20"
SO - 0004805,12/13/2015,2/15/2016,9,Distributor,USD,GUT930,34,7,6,"5,393.50","3,937.26","32,361.00"
SO - 0004806,12/13/2015,2/15/2016,29,Export,USD,AXW291,6,7,10,"3,986.50","1,674.33","39,865.00"
SO - 0004807,12/13/2015,3/5/2016,14,Wholesale,NZD,AXW291,2,7,10,"1,005.00",582.90,"10,050.00"
SO - 0004808,12/14/2015,2/20/2016,23,Wholesale,USD,GUT930,45,13,6,"6,036.70","2,837.25","36,220.20"
SO - 0004809,12/14/2015,3/9/2016,9,Wholesale,GBP,AXW291,3,13,12,"2,385.20","1,311.86","28,622.40"
SO - 0004810,12/14/2015,2/29/2016,39,Wholesale,GBP,NXH382,58,4,6,"1,072.00",771.84,"6,432.00"
SO - 0004811,12/14/2015,2/4/2016,20,Wholesale,USD,NXH382,52,5,7,"5,085.30","2,695.21","35,597.10"
SO - 0004812,12/14/2015,2/21/2016,6,Wholesale,NZD,AXW291,19,13,7,"3,845.80","1,922.90","26,920.60"
SO - 0004813,12/14/2015,2/1/2016,24,Wholesale,EUR,NXH382,58,7,10,"1,286.40",668.93,"12,864.00"
SO - 0004814,12/14/2015,1/29/2016,12,Distributor,NZD,GUT930,45,13,8,"1,078.70",809.03,"8,629.60"
SO - 0004815,12/15/2015,2/9/2016,6,Wholesale,NZD,GUT930,45,13,10,"5,802.20","4,583.74","58,022.00"
SO - 0004816,12/15/2015,2/15/2016,49,Distributor,USD,FLR025,61,5,5,"1,721.90","1,050.36","8,609.50"
SO - 0004817,12/15/2015,1/14/2016,10,Export,USD,AXW291,12,1,10,944.70,736.87,"9,447.00"
SO - 0004818,12/15/2015,2/22/2016,26,Wholesale,GBP,AXW291,25,7,7,247.90,131.39,"1,735.30"
SO - 0004819,12/15/2015,1/26/2016,13,Distributor,NZD,AXW291,9,1,11,"1,929.60","1,447.20","21,225.60"
SO - 0004820,12/15/2015,2/21/2016,41,Distributor,AUD,AXW291,13,2,9,971.50,612.05,"8,743.50"
SO - 0004821,12/15/2015,2/24/2016,48,Distributor,EUR,NXH382,49,11,10,"1,118.90",716.10,"11,189.00"
SO - 0004822,12/16/2015,1/25/2016,25,Wholesale,NZD,NXH382,54,8,11,991.60,813.11,"10,907.60"
SO - 0004823,12/16/2015,3/5/2016,38,Distributor,USD,GUT930,45,8,11,"2,291.40","1,810.21","25,205.40"
SO - 0004824,12/16/2015,2/20/2016,14,Wholesale,NZD,AXW291,19,1,12,944.70,576.27,"11,336.40"
SO - 0004825,12/16/2015,3/3/2016,3,Distributor,NZD,GUT930,36,6,5,"3,865.90","2,164.90","19,329.50"
SO - 0004826,12/16/2015,3/11/2016,7,Distributor,AUD,AXW291,28,2,7,"1,118.90",850.36,"7,832.30"
SO - 0004827,12/16/2015,2/16/2016,14,Distributor,GBP,AXW291,3,11,11,180.90,123.01,"1,989.90"
SO - 0004828,12/16/2015,2/28/2016,29,Export,USD,NXH382,53,8,6,"5,681.60","3,238.51","34,089.60"
SO - 0004829,12/16/2015,3/2/2016,37,Distributor,AUD,AXW291,25,11,12,"2,680.00","1,581.20","32,160.00"
SO - 0004830,12/16/2015,1/30/2016,25,Wholesale,AUD,AXW291,9,7,7,"1,782.20","1,122.79","12,475.40"
SO - 0004831,12/16/2015,1/21/2016,12,Distributor,GBP,GUT930,35,3,10,"1,085.40",922.59,"10,854.00"
SO - 0004832,12/16/2015,1/30/2016,43,Export,EUR,NXH382,47,5,8,"4,006.60","3,325.48","32,052.80"
SO - 0004833,12/17/2015,1/23/2016,40,Wholesale,NZD,NXH382,54,1,7,"1,849.20","1,516.34","12,944.40"
SO - 0004834,12/17/2015,2/25/2016,50,Distributor,NZD,GUT930,35,2,6,"1,829.10","1,188.92","10,974.60"
SO - 0004835,12/17/2015,1/23/2016,48,Distributor,AUD,GUT930,33,2,12,"2,418.70","1,378.66","29,024.40"
SO - 0004836,12/17/2015,3/10/2016,18,Distributor,NZD,GUT930,46,2,8,"1,701.80","1,055.12","13,614.40"
SO - 0004837,12/17/2015,1/20/2016,22,Wholesale,NZD,AXW291,30,13,5,"1,072.00",568.16,"5,360.00"
SO - 0004838,12/17/2015,1/21/2016,44,Wholesale,NZD,AXW291,10,13,5,"3,819.00","2,864.25","19,095.00"
SO - 0004839,12/17/2015,2/28/2016,10,Distributor,NZD,AXW291,19,7,6,871.00,740.35,"5,226.00"
SO - 0004840,12/17/2015,2/29/2016,13,Wholesale,AUD,GUT930,39,12,6,"3,892.70","1,712.79","23,356.20"
SO - 0004841,12/17/2015,1/23/2016,13,Wholesale,GBP,AXW291,19,7,8,"3,845.80","2,384.40","30,766.40"
SO - 0004842,12/17/2015,2/2/2016,5,Wholesale,USD,AXW291,18,1,7,"1,085.40",596.97,"7,597.80"
SO - 0004843,12/18/2015,2/15/2016,36,Export,NZD,AXW291,14,4,7,"2,244.50","1,054.92","15,711.50"
SO - 0004844,12/18/2015,2/9/2016,21,Wholesale,EUR,AXW291,13,7,6,"1,005.00",472.35,"6,030.00"
SO - 0004845,12/18/2015,1/22/2016,35,Distributor,USD,GUT930,35,7,10,"1,929.60","1,370.02","19,296.00"
SO - 0004846,12/18/2015,1/28/2016,10,Export,NZD,GUT930,44,3,7,"1,098.80",791.14,"7,691.60"
SO - 0004847,12/18/2015,1/25/2016,21,Wholesale,USD,FLR025,65,13,11,864.30,475.37,"9,507.30"
SO - 0004848,12/18/2015,2/2/2016,31,Export,AUD,AXW291,18,13,6,"5,922.80","2,428.35","35,536.80"
SO - 0004849,12/18/2015,2/6/2016,26,Wholesale,NZD,AXW291,28,9,11,"3,859.20","1,929.60","42,451.20"
SO - 0004850,12/18/2015,2/9/2016,34,Wholesale,NZD,NXH382,55,7,6,"3,912.80","1,565.12","23,476.80"
SO - 0004851,12/18/2015,3/14/2016,18,Wholesale,AUD,AXW291,12,7,6,"1,179.20",978.74,"7,075.20"
SO - 0004852,12/18/2015,2/11/2016,45,Distributor,NZD,NXH382,54,5,10,"1,681.70","1,378.99","16,817.00"
SO - 0004853,12/19/2015,2/18/2016,35,Wholesale,EUR,GUT930,37,7,12,"2,425.40","1,697.78","29,104.80"
SO - 0004854,12/19/2015,2/27/2016,23,Export,NZD,AXW291,22,1,7,"1,118.90",760.85,"7,832.30"
SO - 0004855,12/19/2015,1/31/2016,17,Wholesale,USD,AXW291,12,7,10,"1,326.60",955.15,"13,266.00"
SO - 0004856,12/19/2015,2/15/2016,9,Wholesale,EUR,GUT930,38,2,7,"2,974.80","1,487.40","20,823.60"
SO - 0004857,12/19/2015,1/30/2016,22,Export,NZD,AXW291,19,13,10,180.90,88.64,"1,809.00"
SO - 0004858,12/19/2015,1/21/2016,34,Distributor,AUD,AXW291,30,2,10,"5,996.50","4,917.13","59,965.00"
SO - 0004859,12/20/2015,2/11/2016,27,Wholesale,NZD,AXW291,11,1,6,"2,425.40","1,164.19","14,552.40"
SO - 0004860,12/20/2015,3/18/2016,11,Wholesale,NZD,NXH382,52,9,10,"5,460.50","4,313.80","54,605.00"
SO - 0004861,12/20/2015,1/21/2016,30,Distributor,USD,AXW291,26,5,7,891.10,499.02,"6,237.70"
SO - 0004862,12/20/2015,3/10/2016,34,Distributor,NZD,AXW291,8,1,9,"1,688.40","1,063.69","15,195.60"
SO - 0004863,12/20/2015,3/10/2016,26,Export,AUD,GUT930,32,1,12,"2,324.90","1,441.44","27,898.80"
SO - 0004864,12/20/2015,3/18/2016,35,Wholesale,NZD,AXW291,16,2,9,"1,011.70",414.80,"9,105.30"
SO - 0004865,12/20/2015,1/28/2016,7,Distributor,USD,AXW291,7,5,8,234.50,180.57,"1,876.00"
SO - 0004866,12/20/2015,2/17/2016,13,Wholesale,USD,FLR025,64,1,12,"1,078.70",625.65,"12,944.40"
SO - 0004867,12/20/2015,1/22/2016,18,Export,AUD,AXW291,13,2,10,207.70,112.16,"2,077.00"
SO - 0004868,12/20/2015,1/24/2016,33,Export,USD,GUT930,34,2,12,"2,264.60","1,109.65","27,175.20"
SO - 0004869,12/21/2015,2/11/2016,4,Distributor,NZD,AXW291,17,13,8,884.40,566.02,"7,075.20"
SO - 0004870,12/21/2015,2/14/2016,12,Distributor,NZD,NXH382,55,7,5,"2,840.80","2,045.38","14,204.00"
SO - 0004871,12/21/2015,2/1/2016,9,Export,NZD,FLR025,63,2,9,"5,681.60","2,897.62","51,134.40"
SO - 0004872,12/21/2015,1/24/2016,4,Distributor,NZD,GUT930,33,11,8,"5,936.20","3,027.46","47,489.60"
SO - 0004873,12/21/2015,2/8/2016,25,Wholesale,AUD,NXH382,50,11,8,"1,078.70",550.14,"8,629.60"
SO - 0004874,12/21/2015,3/1/2016,12,Wholesale,USD,AXW291,18,2,7,"2,653.20","1,485.79","18,572.40"
SO - 0004875,12/21/2015,2/4/2016,39,Wholesale,AUD,AXW291,3,7,11,268.00,131.32,"2,948.00"
SO - 0004876,12/21/2015,2/7/2016,41,Wholesale,NZD,AXW291,10,11,5,"1,098.80",890.03,"5,494.00"
SO - 0004877,12/22/2015,2/10/2016,43,Wholesale,USD,AXW291,18,11,7,"3,999.90","3,399.92","27,999.30"
SO - 0004878,12/22/2015,2/14/2016,29,Export,USD,GUT930,39,1,8,"6,204.20","3,226.18","49,633.60"
SO - 0004879,12/22/2015,2/28/2016,32,Wholesale,USD,NXH382,48,7,10,"2,257.90","1,151.53","22,579.00"
SO - 0004880,12/22/2015,2/19/2016,38,Distributor,USD,GUT930,33,7,7,"2,318.20","1,460.47","16,227.40"
SO - 0004881,12/22/2015,2/18/2016,33,Distributor,NZD,AXW291,15,5,7,"2,680.00","1,125.60","18,760.00"
SO - 0004882,12/22/2015,2/9/2016,34,Wholesale,EUR,NXH382,56,3,8,"1,125.60",787.92,"9,004.80"
SO - 0004883,12/22/2015,3/11/2016,7,Wholesale,USD,NXH382,53,2,9,"3,932.90","2,713.70","35,396.10"
SO - 0004884,12/22/2015,2/3/2016,7,Wholesale,NZD,FLR025,65,1,9,"5,460.50","4,586.82","49,144.50"
SO - 0004885,12/23/2015,2/27/2016,8,Distributor,NZD,FLR025,64,5,8,"1,139.00",501.16,"9,112.00"
SO - 0004886,12/23/2015,3/6/2016,25,Distributor,NZD,AXW291,23,11,10,254.60,165.49,"2,546.00"
SO - 0004887,12/23/2015,3/2/2016,47,Distributor,NZD,AXW291,29,7,6,"2,539.30","1,015.72","15,235.80"
SO - 0004888,12/23/2015,3/19/2016,13,Distributor,USD,NXH382,58,2,9,"5,748.60","4,598.88","51,737.40"
SO - 0004889,12/23/2015,1/26/2016,28,Wholesale,EUR,AXW291,13,5,10,"1,809.00","1,193.94","18,090.00"
SO - 0004890,12/23/2015,2/2/2016,16,Wholesale,GBP,AXW291,17,13,7,167.50,122.28,"1,172.50"
SO - 0004891,12/24/2015,1/30/2016,36,Wholesale,NZD,AXW291,17,2,5,194.30,161.27,971.50
SO - 0004892,12/24/2015,2/3/2016,17,Export,EUR,AXW291,6,2,12,"3,932.90","1,691.15","47,194.80"
SO - 0004893,12/24/2015,2/9/2016,11,Wholesale,AUD,NXH382,48,5,8,"3,376.80","1,857.24","27,014.40"
SO - 0004894,12/24/2015,3/1/2016,40,Wholesale,AUD,AXW291,28,13,9,"5,433.70","3,803.59","48,903.30"
SO - 0004895,12/24/2015,3/23/2016,9,Wholesale,GBP,GUT930,46,13,7,"5,855.80","4,216.18","40,990.60"
SO - 0004896,12/24/2015,2/22/2016,34,Export,NZD,AXW291,12,8,12,844.20,438.98,"10,130.40"
SO - 0004897,12/24/2015,3/14/2016,18,Wholesale,USD,AXW291,27,1,6,931.30,596.03,"5,587.80"
SO - 0004898,12/24/2015,3/4/2016,7,Distributor,GBP,GUT930,41,7,12,797.30,677.71,"9,567.60"
SO - 0004899,12/24/2015,3/9/2016,7,Wholesale,EUR,GUT930,35,11,12,877.70,465.18,"10,532.40"
SO - 0004900,12/24/2015,3/21/2016,2,Wholesale,NZD,GUT930,44,13,10,"2,405.30",986.17,"24,053.00"
SO - 0004901,12/25/2015,3/16/2016,39,Wholesale,NZD,AXW291,23,13,9,254.60,188.40,"2,291.40"
SO - 0004902,12/25/2015,1/24/2016,35,Wholesale,EUR,NXH382,59,1,5,"1,983.20","1,665.89","9,916.00"
SO - 0004903,12/25/2015,2/9/2016,6,Export,GBP,GUT930,46,11,8,"1,098.80",791.14,"8,790.40"
SO - 0004904,12/25/2015,2/6/2016,12,Distributor,AUD,AXW291,30,2,8,"1,286.40",514.56,"10,291.20"
SO - 0004905,12/25/2015,2/10/2016,1,Export,NZD,AXW291,22,11,9,"2,626.40","1,549.58","23,637.60"
SO - 0004906,12/25/2015,3/11/2016,38,Distributor,AUD,AXW291,12,9,12,"3,892.70","2,218.84","46,712.40"
SO - 0004907,12/26/2015,3/22/2016,47,Distributor,GBP,AXW291,29,1,11,"1,139.00",660.62,"12,529.00"
SO - 0004908,12/26/2015,1/25/2016,6,Wholesale,AUD,GUT930,45,6,9,261.30,143.72,"2,351.70"
SO - 0004909,12/26/2015,3/23/2016,31,Wholesale,GBP,GUT930,36,1,12,234.50,143.05,"2,814.00"
SO - 0004910,12/26/2015,3/22/2016,22,Distributor,NZD,AXW291,14,11,11,"1,319.90",884.33,"14,518.90"
SO - 0004911,12/27/2015,3/21/2016,35,Distributor,NZD,GUT930,39,1,12,"2,673.30","1,229.72","32,079.60"
SO - 0004912,12/27/2015,2/18/2016,33,Wholesale,NZD,GUT930,44,14,11,"2,948.00","1,621.40","32,428.00"
SO - 0004913,12/27/2015,2/6/2016,37,Export,GBP,GUT930,34,9,11,167.50,75.38,"1,842.50"
SO - 0004914,12/27/2015,1/27/2016,3,Wholesale,NZD,GUT930,47,7,11,"3,872.60","3,059.35","42,598.60"
SO - 0004915,12/27/2015,2/12/2016,1,Distributor,NZD,AXW291,9,1,10,"3,932.90","3,185.65","39,329.00"
SO - 0004916,12/27/2015,1/26/2016,17,Export,NZD,AXW291,17,1,5,"1,058.60",688.09,"5,293.00"
SO - 0004917,12/27/2015,3/18/2016,1,Wholesale,NZD,AXW291,23,2,7,187.60,88.17,"1,313.20"
SO - 0004918,12/27/2015,3/5/2016,32,Wholesale,AUD,GUT930,44,11,5,"2,613.00","2,168.79","13,065.00"
SO - 0004919,12/27/2015,2/15/2016,23,Wholesale,NZD,AXW291,5,2,5,"1,963.10","1,040.44","9,815.50"
SO - 0004920,12/27/2015,2/21/2016,40,Wholesale,USD,AXW291,16,7,6,"3,993.20","3,154.63","23,959.20"
SO - 0004921,12/28/2015,2/14/2016,27,Wholesale,USD,AXW291,11,11,10,770.50,392.96,"7,705.00"
SO - 0004922,12/28/2015,2/14/2016,31,Distributor,USD,AXW291,5,11,11,"5,540.90","4,488.13","60,949.90"
